conversation_id,comment_number,comment,response
29,71,"you know, dealing with other through proper mannerisms and politeness and so forth, you know, that sort of thing, you'd want your child to learn that, from the experience of someone else, certainly you wouldn't want your child's day care person to yell at them and scream at them and say do this, do that, you know, you'd want them it promote politeness and niceness, you know, the things that you would want any child to learn and,",<Breathing>.
29,72,<Breathing>.,"the reason, - that's done through example, you know, not an actual sit down learn situation so, -"
29,73,"the reason, - that's done through example, you know, not an actual sit down learn situation so, -","Uh, yeah, uh, it's a very broad issue."
29,74,"Uh, yeah, uh, it's a very broad issue.","Uh-huh, it is <laughter>."
29,75,"Uh-huh, it is <laughter>.","And, <<pause>> you know, it's a shame but most people doing, child care earn almost no money. They operate at, you know, - the owner of the chi-, of a, you know, a large child care facility - now,"
29,76,"And, <<pause>> you know, it's a shame but most people doing, child care earn almost no money. They operate at, you know, - the owner of the chi-, of a, you know, a large child care facility - now,",Uh-huh.
29,77,Uh-huh.,"we're not talking somebody that does six kids,"
29,78,"we're not talking somebody that does six kids,",Uh-huh.
29,79,Uh-huh.,in their home or three or whatever.
29,80,in their home or three or whatever.,Somebody that doesn't really put a lot of overhead whatever into it. You mean somebody that has an actual establishment.
29,81,Somebody that doesn't really put a lot of overhead whatever into it. You mean somebody that has an actual establishment.,Right.
29,82,Right.,Yeah.
29,83,Yeah.,Their employees earn almost nothing.
29,84,Their employees earn almost nothing.,"Yeah. I know I, I did that for summer <laughter> so I can, I can vouch for that <laughter>."
29,85,"Yeah. I know I, I did that for summer <laughter> so I can, I can vouch for that <laughter>.","And that's really, really a shame too because, <<pause>> - do you and your husband both work."
29,86,"And that's really, really a shame too because, <<pause>> - do you and your husband both work.","No, just he does I'm, I'm here during the day with her."
29,87,"No, just he does I'm, I'm here during the day with her.","Well, that's wonderful if, if you can make it that way."
29,88,"Well, that's wonderful if, if you can make it that way.","Well, we, we decided to, - we live on a lesser budget so that we have - that, that's more important to us, you know, as, as, uh, there may come a time when I will be working again, you know, but right now that's what we've chosen and we wanted to have several, we got her and we've got another on the way,"
29,89,"Well, we, we decided to, - we live on a lesser budget so that we have - that, that's more important to us, you know, as, as, uh, there may come a time when I will be working again, you know, but right now that's what we've chosen and we wanted to have several, we got her and we've got another on the way,","Well,"
29,90,"Well,","and maybe another,"
29,91,"and maybe another,","like I said,"
29,92,"like I said,","one soon after that, so <laughter>, -"
29,93,"one soon after that, so <laughter>, -","that's grand if, if you can pull it off --"
29,94,"that's grand if, if you can pull it off --",Right.
29,95,Right.,"-- but more and more we're being forced into a situation, we as Americans are being forced into a situation, where you've got to have, -"
30,2,"We're supposed to talk about the Middle East Crisis,","Oh, okay."
30,3,"Oh, okay.","and should we be involved and, uh, what's it going to cost us in the long run."
30,4,"and should we be involved and, uh, what's it going to cost us in the long run.",Okay.
30,5,Okay.,Are you ready?
30,6,Are you ready?,I guess so.
30,7,I guess so.,The Middle East Crisis should we be there?
30,8,The Middle East Crisis should we be there?,"Oh, dear that's a hard one. That's really hard for me because, uh, you know, I really, I have a son that's sixteen and I think, you know, eventually, you know, he'll be of, of drafting age. And I think gosh, do I want him to go and yet I'm proud to be an American and I know that we have a country that, you know, people would give anything to live in, a lot of people anyway because we have so many wonderful things that they don't have. And yet, I don't know whether I'd be willing to give his life for, for this country and yet, and yet, I know that I, that, - and I, I, when I was in school it was always the tired, the tired excuse that we went to war to save us against communism but I'm not sure that that's the reason anymore. I mean, not sure that communism is, is as strong as it once was. And I'm not sure that, that that's the reason why we're, like we were in Vietnam supposedly so."
30,9,"Oh, dear that's a hard one. That's really hard for me because, uh, you know, I really, I have a son that's sixteen and I think, you know, eventually, you know, he'll be of, of drafting age. And I think gosh, do I want him to go and yet I'm proud to be an American and I know that we have a country that, you know, people would give anything to live in, a lot of people anyway because we have so many wonderful things that they don't have. And yet, I don't know whether I'd be willing to give his life for, for this country and yet, and yet, I know that I, that, - and I, I, when I was in school it was always the tired, the tired excuse that we went to war to save us against communism but I'm not sure that that's the reason anymore. I mean, not sure that communism is, is as strong as it once was. And I'm not sure that, that that's the reason why we're, like we were in Vietnam supposedly so.","Well, you realize why we were in the Middle East. Why we invaded Iraq, why we were --"
30,10,"Well, you realize why we were in the Middle East. Why we invaded Iraq, why we were --","Well, with the, -"
30,11,"Well, with the, -","-- in Saudi, why we attacked Kuwait and we we're, why we are still fighting Iraq."
30,12,"-- in Saudi, why we attacked Kuwait and we we're, why we are still fighting Iraq.","Well, it's because of oil isn't it?"
30,13,"Well, it's because of oil isn't it?","No. I really believe it's because, - I think it has something to do with oil, don't get me wrong."
30,14,"No. I really believe it's because, - I think it has something to do with oil, don't get me wrong.",Uh-huh.
30,15,Uh-huh.,"But Saddam is, Saddam is a madman."
30,16,"But Saddam is, Saddam is a madman.","Oh, yeah. I agree with that."
30,17,"Oh, yeah. I agree with that.","Anyone that would use chemical weapons to fight his own people, -"
30,18,"Anyone that would use chemical weapons to fight his own people, -","Oh, yeah. Well, yeah, he's, uh, a bad person, very definitely,"
30,19,"Oh, yeah. Well, yeah, he's, uh, a bad person, very definitely,","And,"
30,20,"And,",yeah.
30,21,yeah.,"obviously, that has something to do with it."
30,22,"obviously, that has something to do with it.","Oh, sure."
30,23,"Oh, sure.","And, and if, you know, - I can see that he was in Kuwait --"
30,24,"And, and if, you know, - I can see that he was in Kuwait --",Uh-huh.
30,25,Uh-huh.,-- Kuwait was the nonaggressor --
30,26,-- Kuwait was the nonaggressor --,"Uh-huh, uh-huh."
30,27,"Uh-huh, uh-huh.",-- and the Saudis are our allies. We have several treaties and several alliances with the Saudis that range back for probably forty years.
30,28,-- and the Saudis are our allies. We have several treaties and several alliances with the Saudis that range back for probably forty years.,"Yeah, many years."
